Episode,Agent,Position,Total Reward
947,Agent_2,"(9, 9)",3
947,Agent_3,"(9, 9)",3
948,Agent_0,"(9, 9)",2
948,Agent_1,"(9, 9)",3
948,Agent_2,"(9, 9)",3
948,Agent_3,"(9, 9)",-6
949,Agent_0,"(9, 9)",1
949,Agent_1,"(9, 9)",3
949,Agent_2,"(9, 9)",0
949,Agent_3,"(9, 9)",0
950,Agent_0,"(9, 9)",1
950,Agent_1,"(9, 9)",3
950,Agent_2,"(9, 9)",3
950,Agent_3,"(9, 9)",3
951,Agent_0,"(9, 9)",-1
951,Agent_1,"(9, 9)",3
951,Agent_2,"(9, 9)",3
951,Agent_3,"(9, 9)",-3
952,Agent_0,"(9, 9)",-1
952,Agent_1,"(9, 9)",1
952,Agent_2,"(9, 9)",-1
952,Agent_3,"(9, 9)",-3
953,Agent_0,"(9, 9)",1
953,Agent_1,"(9, 9)",3
953,Agent_2,"(9, 9)",0
953,Agent_3,"(9, 9)",2
954,Agent_0,"(9, 9)",2
954,Agent_1,"(9, 9)",-1
954,Agent_2,"(9, 9)",-3
954,Agent_3,"(9, 9)",1
955,Agent_0,"(9, 9)",-1
955,Agent_1,"(9, 9)",2
955,Agent_2,"(9, 9)",0
955,Agent_3,"(9, 9)",0
956,Agent_0,"(9, 9)",3
956,Agent_1,"(9, 9)",2
956,Agent_2,"(9, 9)",3
956,Agent_3,"(9, 9)",-1
957,Agent_0,"(9, 9)",0
957,Agent_1,"(9, 9)",3
957,Agent_2,"(9, 9)",1
957,Agent_3,"(9, 9)",3
958,Agent_0,"(9, 9)",-1
958,Agent_1,"(9, 9)",-1
958,Agent_2,"(9, 9)",1
958,Agent_3,"(9, 9)",3
959,Agent_0,"(9, 9)",3
959,Agent_1,"(9, 9)",0
959,Agent_2,"(9, 9)",-4
959,Agent_3,"(9, 9)",3
960,Agent_0,"(9, 9)",3
960,Agent_1,"(9, 9)",1
960,Agent_2,"(9, 9)",3
960,Agent_3,"(9, 9)",3
961,Agent_0,"(9, 9)",1
961,Agent_1,"(9, 9)",3
961,Agent_2,"(9, 9)",-1
961,Agent_3,"(9, 9)",3
962,Agent_0,"(9, 9)",1
962,Agent_1,"(9, 9)",3
962,Agent_2,"(9, 9)",-1
962,Agent_3,"(9, 9)",3
963,Agent_0,"(9, 9)",3
963,Agent_1,"(9, 9)",1
963,Agent_2,"(9, 9)",3
963,Agent_3,"(9, 9)",1
964,Agent_0,"(9, 9)",0
964,Agent_1,"(9, 9)",1
964,Agent_2,"(9, 9)",1
964,Agent_3,"(9, 9)",-1
965,Agent_0,"(9, 9)",3
965,Agent_1,"(9, 9)",-1
965,Agent_2,"(9, 9)",1
965,Agent_3,"(9, 9)",3
966,Agent_0,"(9, 9)",3
966,Agent_1,"(9, 9)",3
966,Agent_2,"(9, 9)",3
966,Agent_3,"(9, 9)",3
967,Agent_0,"(9, 9)",3
967,Agent_1,"(9, 9)",-1
967,Agent_2,"(9, 9)",-3
967,Agent_3,"(9, 9)",3
968,Agent_0,"(9, 9)",-1
968,Agent_1,"(9, 9)",3
968,Agent_2,"(9, 9)",1
968,Agent_3,"(9, 9)",1
969,Agent_0,"(9, 9)",3
969,Agent_1,"(9, 9)",2
969,Agent_2,"(9, 9)",3
969,Agent_3,"(9, 9)",-5
970,Agent_0,"(9, 9)",-5
970,Agent_1,"(9, 9)",1
970,Agent_2,"(9, 9)",2
970,Agent_3,"(9, 9)",3
971,Agent_0,"(9, 9)",3
971,Agent_1,"(9, 9)",3
971,Agent_2,"(9, 9)",-3
971,Agent_3,"(9, 9)",3
972,Agent_0,"(9, 9)",1
972,Agent_1,"(9, 9)",3
972,Agent_2,"(9, 9)",1
972,Agent_3,"(9, 9)",3
973,Agent_0,"(9, 9)",1
973,Agent_1,"(9, 9)",0
973,Agent_2,"(9, 9)",3
973,Agent_3,"(9, 9)",0
974,Agent_0,"(9, 9)",1
974,Agent_1,"(9, 9)",1
974,Agent_2,"(9, 9)",-1
974,Agent_3,"(9, 9)",3
975,Agent_0,"(9, 9)",1
975,Agent_1,"(9, 9)",1
975,Agent_2,"(9, 9)",3
975,Agent_3,"(9, 9)",-4
976,Agent_0,"(9, 9)",3
976,Agent_1,"(9, 9)",-1
976,Agent_2,"(9, 9)",-4
976,Agent_3,"(9, 9)",0
977,Agent_0,"(9, 9)",-1
977,Agent_1,"(9, 9)",-3
977,Agent_2,"(9, 9)",3
977,Agent_3,"(9, 9)",3
978,Agent_0,"(9, 9)",-5
978,Agent_1,"(9, 9)",3
978,Agent_2,"(9, 9)",3
978,Agent_3,"(9, 9)",2
979,Agent_0,"(9, 9)",2
979,Agent_1,"(9, 9)",0
979,Agent_2,"(9, 9)",1
979,Agent_3,"(9, 9)",1
980,Agent_0,"(9, 9)",1
980,Agent_1,"(9, 9)",3
980,Agent_2,"(9, 9)",-1
980,Agent_3,"(9, 9)",1
981,Agent_0,"(9, 9)",-1
981,Agent_1,"(9, 9)",-3
981,Agent_2,"(9, 9)",-2
981,Agent_3,"(9, 9)",1
982,Agent_0,"(9, 9)",-5
982,Agent_1,"(9, 9)",-3
982,Agent_2,"(9, 9)",3
982,Agent_3,"(9, 9)",-3
983,Agent_0,"(9, 9)",3
983,Agent_1,"(9, 9)",3
983,Agent_2,"(9, 9)",1
983,Agent_3,"(9, 9)",-1
984,Agent_0,"(9, 9)",3
984,Agent_1,"(9, 9)",1
984,Agent_2,"(9, 9)",-1
984,Agent_3,"(9, 9)",1
985,Agent_0,"(9, 9)",-3
985,Agent_1,"(9, 9)",1
985,Agent_2,"(9, 9)",1
985,Agent_3,"(9, 9)",1
986,Agent_0,"(9, 9)",1
986,Agent_1,"(9, 9)",2
986,Agent_2,"(9, 9)",-3
986,Agent_3,"(9, 9)",-1
987,Agent_0,"(9, 9)",3
987,Agent_1,"(9, 9)",3
987,Agent_2,"(9, 9)",-1
987,Agent_3,"(9, 9)",3
988,Agent_0,"(9, 9)",3
988,Agent_1,"(9, 9)",-3
988,Agent_2,"(9, 9)",1
988,Agent_3,"(9, 9)",-2
989,Agent_0,"(9, 9)",3
989,Agent_1,"(9, 9)",3
989,Agent_2,"(9, 9)",1
989,Agent_3,"(9, 9)",3
990,Agent_0,"(9, 9)",3
990,Agent_1,"(9, 9)",0
990,Agent_2,"(9, 9)",1
990,Agent_3,"(9, 9)",2
991,Agent_0,"(9, 9)",3
991,Agent_1,"(9, 9)",-3
991,Agent_2,"(9, 9)",3
991,Agent_3,"(9, 9)",1
992,Agent_0,"(9, 9)",-1
992,Agent_1,"(9, 9)",3
992,Agent_2,"(9, 9)",3
992,Agent_3,"(9, 9)",-1
993,Agent_0,"(9, 9)",0
993,Agent_1,"(9, 9)",3
993,Agent_2,"(9, 9)",1
993,Agent_3,"(9, 9)",3
994,Agent_0,"(9, 9)",-1
994,Agent_1,"(9, 9)",2
994,Agent_2,"(9, 9)",3
994,Agent_3,"(9, 9)",1
995,Agent_0,"(9, 9)",3
995,Agent_1,"(9, 9)",-3
995,Agent_2,"(9, 9)",1
995,Agent_3,"(9, 9)",1
996,Agent_0,"(9, 9)",-1
996,Agent_1,"(9, 9)",2
996,Agent_2,"(9, 9)",-4
996,Agent_3,"(9, 9)",1
997,Agent_0,"(9, 9)",3
997,Agent_1,"(9, 9)",-3
997,Agent_2,"(9, 9)",2
997,Agent_3,"(9, 9)",0
998,Agent_0,"(9, 9)",-3
998,Agent_1,"(9, 9)",1
998,Agent_2,"(9, 9)",2
998,Agent_3,"(9, 9)",1
999,Agent_0,"(9, 9)",-3
999,Agent_1,"(9, 9)",3
999,Agent_2,"(9, 9)",1
999,Agent_3,"(9, 9)",3
1000,Agent_0,"(9, 9)",3
1000,Agent_1,"(9, 9)",-1
1000,Agent_2,"(9, 9)",0
1000,Agent_3,"(9, 9)",3
